Id. de la fila,Id. del pedido,Fecha del pedido,Fecha de envío,Método de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Provincia/Estado/Departamento,País/Región,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Ventas,Cantidad,Descuento,Ganancia,
4615,US-2020-141390,03/12/20,07/12/20,Estándar,VA-21445,Valentina Acuna,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-PA-10001712,Material de oficina,Papel,"Enermax Papel de tipo pergamino, Premium",307.8,3,0,123,
4616,US-2020-141390,03/12/20,07/12/20,Estándar,VA-21445,Valentina Acuna,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-GR-10000909,Material de oficina,Grapas,"Stockwell Clips, Metal",840.6,9,0,41.4,
4617,US-2020-141390,03/12/20,07/12/20,Estándar,VA-21445,Valentina Acuna,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-PA-10001472,Material de oficina,Papel,"Green Bar Material de oficina, Premium",967.8,3,0,38.4,
4667,MX-2021-111073,13/11/21,16/11/21,Urgente,LV-18025,Luís Velázquez,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-SU-10001708,Material de oficina,Suministros,"Acme Recortadora, Acero",879.6,3,0,351.6,
4668,MX-2021-111073,13/11/21,16/11/21,Urgente,LV-18025,Luís Velázquez,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10000881,Mobiliario,Sillas,"SAFCO Estora, Negro",1530.4,5,0.2,-38.6,
4698,MX-2021-160948,30/10/21,02/11/21,Rápido,MM-18715,Melis Montes,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-PA-10003811,Material de oficina,Papel,"Eaton Agenda, Premium",548.8,4,0,153.6,
4699,MX-2021-160948,30/10/21,02/11/21,Rápido,MM-18715,Melis Montes,Empresa,Ciudad de México,Distrito Federal,México,Norte,MOB-LI-10004236,Mobiliario,Librerías,"Safco Conjunto de estantes, Negro",5282.4,5,0.2,-1188.6,
4741,MX-2020-121678,29/11/20,04/12/20,Rápido,HV-15925,Horacio Valverde,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10000027,Mobiliario,Sillas,"Office Star Silla plegable, Negro",1428.48,3,0.2,463.68,
4742,MX-2020-121678,29/11/20,04/12/20,Rápido,HV-15925,Horacio Valverde,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10001918,Mobiliario,Sillas,"Office Star Mecedora, Negro",2215.68,3,0.2,193.68,
4743,MX-2020-121678,29/11/20,04/12/20,Rápido,HV-15925,Horacio Valverde,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-CA-10001211,Material de oficina,Carpetas,"Avery Separadores, Transparente",115.8,3,0,42.6,
4744,MX-2020-121678,29/11/20,04/12/20,Rápido,HV-15925,Horacio Valverde,Cliente,Ciudad de México,Distrito Federal,México,Norte,TEC-CO-10000159,Tecnología,Copiadoras,"Canon Fotocopiadora personal, Color",959.2776,1,0.002,372.8776,
4745,MX-2020-121678,29/11/20,04/12/20,Rápido,HV-15925,Horacio Valverde,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10000887,Mobiliario,Sillas,"Harbour Creations Sillón, Negro",2512.96,1,0.2,345.36,
4765,MX-2022-126298,13/06/22,17/06/22,Estándar,EL-14425,Ernesto León,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-GR-10002614,Material de oficina,Grapas,"Advantus Grapadoras, Al por mayor",643,5,0,173,
4766,MX-2022-126298,13/06/22,17/06/22,Estándar,EL-14425,Ernesto León,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-MO-10004358,Mobiliario,Mobiliario,"Eldon Bandeja apiladora, Surtido",1009.92,8,0.4,-118.08,
4767,MX-2022-126298,13/06/22,17/06/22,Estándar,EL-14425,Ernesto León,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-CA-10004788,Material de oficina,Carpetas,"Acco Separadores, Económico",57.2,1,0,15.4,
4856,MX-2019-107748,08/11/19,13/11/19,Rápido,TT-21145,Thalía Torres,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-AR-10002616,Material de oficina,Arte,"Binney & Smith Lienzos, Metal",350.8,1,0,126.2,
4945,MX-2022-165575,05/09/22,07/09/22,Urgente,LB-17380,Lázaro Bernal,Empresa,Ciudad de México,Distrito Federal,México,Norte,TEC-CO-10000713,Tecnología,Copiadoras,"HP Fax inalámbrico, Digital",4788.404,2,0.002,1957.204,
4946,MX-2022-165575,05/09/22,07/09/22,Urgente,LB-17380,Lázaro Bernal,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-CA-10002327,Material de oficina,Carpetas,"Acco Separadores, Duradero",403.2,6,0,72,
4975,MX-2021-130582,19/11/21,24/11/21,Estándar,GD-15505,Gustavo Dávila,Cliente,Ciudad de México,Distrito Federal,México,Norte,TEC-TE-10004755,Tecnología,Teléfonos,"Motorola Base de audio, Al por mayor",5782,5,0,0,
4976,MX-2021-130582,19/11/21,24/11/21,Estándar,GD-15505,Gustavo Dávila,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-LI-10000983,Mobiliario,Librerías,"Safco Librería clásica, Blanco",21152.16,9,0.2,-3966.84,
4977,MX-2021-130582,19/11/21,24/11/21,Estándar,GD-15505,Gustavo Dávila,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-AL-10004748,Material de oficina,Almacenamiento,"Fellowes Carpetas, Industrial",896,5,0,277,
5026,MX-2020-163944,05/05/20,11/05/20,Estándar,FM-14710,Félix Mendoza,Cliente,Ciudad de México,Distrito Federal,México,Norte,TEC-CO-10004452,Tecnología,Copiadoras,"Brother Fotocopiadora, 2",6980.4112,4,0.002,1314.8112,
5052,MX-2022-150784,11/08/22,13/08/22,Urgente,KP-17275,Karina Padilla,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-EL-10003638,Material de oficina,Electrodomésticos,"Breville Batidora, Plateado",1213.2,2,0,169.6,
5105,MX-2022-123337,29/09/22,05/10/22,Estándar,KA-17350,Kristina Arroyo,Cliente,Ciudad de México,Distrito Federal,México,Norte,TEC-TE-10002989,Tecnología,Teléfonos,"Nokia Cargador, Tamaño completo",12747,3,0,2931.6,
5167,US-2022-162747,11/03/22,17/03/22,Estándar,MC-18865,Miguel Chapa,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-LI-10004829,Mobiliario,Librerías,"Dania Biblioteca, Blanco",5838.72,3,0.2,-146.28,
5223,MX-2020-153325,25/04/20,28/04/20,Urgente,LG-17920,Leonor Gómez,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-GR-10004400,Material de oficina,Grapas,"Accos Pasadores, Paquete de 12",279,3,0,117,
5224,MX-2020-153325,25/04/20,28/04/20,Urgente,LG-17920,Leonor Gómez,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10004998,Mobiliario,Sillas,"Harbour Creations Mecedora, 2",1592.96,2,0.2,39.76,
5225,MX-2020-153325,25/04/20,28/04/20,Urgente,LG-17920,Leonor Gómez,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10002932,Mobiliario,Sillas,"Office Star Taburete, Negro",2744.16,3,0.2,-480.24,
5226,MX-2020-153325,25/04/20,28/04/20,Urgente,LG-17920,Leonor Gómez,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10000410,Mobiliario,Sillas,"Harbour Creations Taburete, Rojo",6724.48,7,0.2,756.28,
5241,US-2020-111283,15/11/20,22/11/20,Estándar,RC-20575,Reyes Coto,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-ME-10001077,Mobiliario,Mesas,"Bevis Mesa redonda, Rectangular",2750.72,1,0.2,-481.48,
5242,US-2020-111283,15/11/20,22/11/20,Estándar,RC-20575,Reyes Coto,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-ET-10004915,Material de oficina,Etiquetas,"Hon Etiquetas con códigos de color, Ajustable",428.4,6,0,0,
5259,MX-2019-116218,09/02/19,13/02/19,Estándar,JC-17110,Josefina Cruz,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-ME-10001058,Mobiliario,Mesas,"Lesro Mesa de café, Blanco",4067.04,3,0.2,1067.04,
5260,MX-2019-116218,09/02/19,13/02/19,Estándar,JC-17110,Josefina Cruz,Cliente,Ciudad de México,Distrito Federal,México,Norte,TEC-CO-10003293,Tecnología,Copiadoras,"Hewlett Fotocopiadora con fax, 2",5132.9136,4,0.002,915.3136,
5273,MX-2022-103765,16/06/22,21/06/22,Estándar,CP-12580,Constantino Padilla,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-AL-10002116,Material de oficina,Almacenamiento,"Rogers Archivador móvil, Metal",1875.6,2,0,74.8,
5274,MX-2022-103765,16/06/22,21/06/22,Estándar,CP-12580,Constantino Padilla,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10002900,Mobiliario,Sillas,"SAFCO Estora, Rojo",638.08,2,0.2,143.28,
5341,MX-2021-131793,01/11/21,07/11/21,Estándar,DJ-13510,Domingo Jaime,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-AR-10000190,Material de oficina,Arte,"Binney & Smith Rotuladores, Azul",803,5,0,393,
5342,MX-2021-131793,01/11/21,07/11/21,Estándar,DJ-13510,Domingo Jaime,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-SU-10003413,Material de oficina,Suministros,"Elite Regla, Acero",440,5,0,96,
5343,MX-2021-131793,01/11/21,07/11/21,Estándar,DJ-13510,Domingo Jaime,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-AL-10001030,Material de oficina,Almacenamiento,"Fellowes Casilleros, Industrial",2770.8,2,0,55.2,
5398,MX-2022-163839,12/06/22,17/06/22,Rápido,AP-10060,Alan Pérez,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-AR-10000753,Material de oficina,Arte,"Binney & Smith Lienzos, Azul",4793.6,14,0,1198.4,
5407,MX-2020-119641,31/07/20,03/08/20,Rápido,ER-14335,Eugenio Rentería,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-ET-10003662,Material de oficina,Etiquetas,"Harbour Creations Etiquetas con códigos de color, Rojo",254.4,3,0,60.6,
5408,MX-2020-119641,31/07/20,03/08/20,Rápido,ER-14335,Eugenio Rentería,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-ET-10004214,Material de oficina,Etiquetas,"Smead Etiquetas extraíbles, Duradero",72.6,1,0,23.8,
5409,MX-2020-134446,29/06/20,29/06/20,Mismo día,EM-13945,Emanuel Mesa,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-AL-10004341,Material de oficina,Almacenamiento,"Fellowes Estanterías, Tamaño completo",1157.4,3,0,520.8,
5410,US-2020-102148,31/08/20,04/09/20,Estándar,AF-10120,Abril Ferrer,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MOB-LI-10004829,Mobiliario,Librerías,"Dania Biblioteca, Blanco",9731.2,5,0.2,-243.8,
5666,MX-2022-108294,21/11/22,25/11/22,Estándar,TJ-21265,Tito Jáquez,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-PA-10002716,Material de oficina,Papel,"Enermax Papel de tipo pergamino, Reciclado",408,4,0,0,
5667,MX-2022-108294,21/11/22,25/11/22,Estándar,TJ-21265,Tito Jáquez,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-AR-10002477,Material de oficina,Arte,"Binney & Smith Rotuladores, Al por mayor",162.4,1,0,77.8,
5668,US-2022-154781,09/10/22,10/10/22,Urgente,NJ-19330,Nieves Jasón,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-ME-10002755,Mobiliario,Mesas,"Lesro Mesa de ordenador, Rectangular",9086.08,4,0.2,-1931.52,
5739,MX-2021-111640,25/11/21,29/11/21,Estándar,BU-11980,Benito Urrutia,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10000410,Mobiliario,Sillas,"Harbour Creations Taburete, Rojo",1921.28,2,0.2,216.08,
5911,MX-2021-117856,20/11/21,26/11/21,Estándar,PA-19900,Patricia Agosto,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-CA-10001617,Material de oficina,Carpetas,"Cardinal Carpeta, Económico",276.6,3,0,135,
5942,MX-2021-102799,29/06/21,04/07/21,Rápido,CC-12610,Carla Canales,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-AR-10000753,Material de oficina,Arte,"Binney & Smith Lienzos, Azul",1712,5,0,428,
5945,MX-2019-152212,19/06/19,23/06/19,Estándar,CB-12445,Ciro Becerra,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10001918,Mobiliario,Sillas,"Office Star Mecedora, Negro",1477.12,2,0.2,129.12,
5946,MX-2019-152212,19/06/19,23/06/19,Estándar,CB-12445,Ciro Becerra,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-CA-10004172,Material de oficina,Carpetas,"Ibico Carpeta, Duradero",113.2,1,0,31.6,
5955,MX-2020-132038,22/06/20,26/06/20,Estándar,TT-21145,Thalía Torres,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-SO-10003439,Material de oficina,Sobres,"GlobeWeis Sobres de uso interno, Reciclado",4351.2,14,0,2086,
5956,MX-2020-132038,22/06/20,26/06/20,Estándar,TT-21145,Thalía Torres,Empresa,Ciudad de México,Distrito Federal,México,Norte,TEC-TE-10000708,Tecnología,Teléfonos,"Samsung Cargador, Al por mayor",16966.4,4,0,2205.6,
5957,MX-2020-132038,22/06/20,26/06/20,Estándar,TT-21145,Thalía Torres,Empresa,Ciudad de México,Distrito Federal,México,Norte,TEC-TE-10003165,Tecnología,Teléfonos,"Samsung Cargador, Azul",16964,4,0,678.4,
5958,MX-2020-132038,22/06/20,26/06/20,Estándar,TT-21145,Thalía Torres,Empresa,Ciudad de México,Distrito Federal,México,Norte,MOB-ME-10001571,Mobiliario,Mesas,"Bevis Mesa de formación, Montada",8972,5,0.2,1233,
5994,MX-2022-103758,25/09/22,29/09/22,Estándar,UN-21385,Uriel Nieves,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,TEC-CO-10002973,Tecnología,Copiadoras,"Hewlett Fax inalámbrico, Rojo",12587.774,5,0.002,3757.774,
5995,MX-2022-103758,25/09/22,29/09/22,Estándar,UN-21385,Uriel Nieves,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-CA-10000688,Material de oficina,Carpetas,"Cardinal Cubierta de carpeta, Reciclado",82.4,1,0,11.4,
5996,MX-2022-103758,25/09/22,29/09/22,Estándar,UN-21385,Uriel Nieves,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-SU-10002687,Material de oficina,Suministros,"Elite Abrecartas, Rectangular",320,2,0,140.8,
5997,MX-2022-103758,25/09/22,29/09/22,Estándar,UN-21385,Uriel Nieves,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-AR-10004891,Material de oficina,Arte,"Sanford Rotuladores, Metal",1307.2,8,0,248,
6009,MX-2020-149531,05/10/20,10/10/20,Estándar,BL-11890,Baudilio Lozada,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-AR-10002477,Material de oficina,Arte,"Binney & Smith Rotuladores, Al por mayor",487.2,3,0,233.4,
6031,US-2020-126620,13/11/20,18/11/20,Estándar,FA-14905,Francisco Alonso,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10002293,Mobiliario,Sillas,"Office Star Sillón, Rojo",12464.8,5,0.2,-1403.2,
6032,US-2020-126620,13/11/20,18/11/20,Estándar,FA-14905,Francisco Alonso,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-ET-10003182,Material de oficina,Etiquetas,"Smead Etiquetas con códigos de color, Ajustable",292,4,0,78.4,
6161,MX-2020-128664,05/09/20,10/09/20,Estándar,AV-10210,Aída Vélez,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-AR-10003711,Material de oficina,Arte,"Stanley Rotuladores, Al por mayor",749,5,0,307,
6271,MX-2021-164448,09/10/21,14/10/21,Estándar,HE-15715,Herminia Enríquez,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-SO-10000718,Material de oficina,Sobres,"Kraft Sobre de tipo Manila, Plateado",770.4,4,0,30.4,
6346,MX-2022-145800,29/07/22,31/07/22,Rápido,HC-15685,Hilda Contreras,Empresa,Ciudad de México,Distrito Federal,México,Norte,TEC-TE-10002679,Tecnología,Teléfonos,"Samsung Amplificador de señal, Tamaños variados",1859.2,2,0,594.8,
6359,MX-2022-103198,01/12/22,05/12/22,Estándar,MC-18445,Marcel Corral,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-PA-10001037,Material de oficina,Papel,"Xerox Papel de tipo pergamino, Multicolor",293.4,3,0,34.8,
6360,MX-2022-103198,01/12/22,05/12/22,Estándar,MC-18445,Marcel Corral,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-PA-10004161,Material de oficina,Papel,"Enermax Recordadores, Premium",313.2,3,0,3,
6361,MX-2022-103198,01/12/22,05/12/22,Estándar,MC-18445,Marcel Corral,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-CA-10002173,Material de oficina,Carpetas,"Acco Carpeta, Transparente",97.4,1,0,35,
6392,MX-2019-136245,06/11/19,11/11/19,Estándar,AB-11110,Aníbal Barragán,Empresa,Ciudad de México,Distrito Federal,México,Norte,MOB-ME-10000034,Mobiliario,Mesas,"Chromcraft Mesa redonda, Blanco",7508.64,3,0.2,468.84,
6393,MX-2019-136245,06/11/19,11/11/19,Estándar,AB-11110,Aníbal Barragán,Empresa,Ciudad de México,Distrito Federal,México,Norte,TEC-AC-10002143,Tecnología,Accesorios,"Belkin Teclado, Económico",1925,5,0,539,
6394,MX-2019-136245,06/11/19,11/11/19,Estándar,AB-11110,Aníbal Barragán,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-AL-10000561,Material de oficina,Almacenamiento,"Smead Archivador móvil, Azul",2568,3,0,307.8,
6415,US-2022-168046,25/10/22,25/10/22,Mismo día,FC-14560,Faustina Carrera,Empresa,Ciudad de México,Distrito Federal,México,Norte,MOB-ME-10003966,Mobiliario,Mesas,"Lesro Mesa redonda, Blanco",7267.2,3,0.2,-181.8,
6416,US-2022-168046,25/10/22,25/10/22,Mismo día,FC-14560,Faustina Carrera,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-EL-10001025,Material de oficina,Electrodomésticos,"KitchenAid Molinillo de café, Rojo",1409.4,3,0,281.4,
6417,US-2022-168046,25/10/22,25/10/22,Mismo día,FC-14560,Faustina Carrera,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-ET-10003432,Material de oficina,Etiquetas,"Avery Etiquetas de envío, Rojo",155.6,2,0,18.4,
6468,MX-2021-157245,08/06/21,08/06/21,Mismo día,GA-15325,Germán Armijo,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-AR-10001930,Material de oficina,Arte,"Binney & Smith Libreta de dibujo, Al por mayor",621.2,2,0,310.4,
6469,MX-2021-157245,08/06/21,08/06/21,Mismo día,GA-15325,Germán Armijo,Empresa,Ciudad de México,Distrito Federal,México,Norte,TEC-CO-10003675,Tecnología,Copiadoras,"Sharp Fax inalámbrico, Digital",7096.9776,3,0.002,56.5776,
6628,MX-2019-145254,12/05/19,16/05/19,Estándar,OP-19630,Olimpia Pedraza,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-GR-10003247,Material de oficina,Grapas,"Advantus Cintas de goma, Metal",334.2,3,0,33,
6763,MX-2022-139402,07/11/22,11/11/22,Estándar,DB-13210,Daniel Barrientos,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-LI-10001082,Mobiliario,Librerías,"Bush Conjunto de estantes, Metal",5463.36,6,0.2,750.96,
6774,MX-2020-151015,17/08/20,22/08/20,Estándar,WN-21790,Waldo Nazario,Cliente,Ciudad de México,Distrito Federal,México,Norte,TEC-AC-10002283,Tecnología,Accesorios,"Belkin Tarjeta de memoria, Programable",6203.2,8,0,2852.8,
6889,MX-2020-114251,08/05/20,10/05/20,Rápido,TA-21310,Tomás Arredondo,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-AL-10002563,Material de oficina,Almacenamiento,"Fellowes Casilleros, Tamaño completo",5529.6,4,0,1326.4,
6890,MX-2020-114251,08/05/20,10/05/20,Rápido,TA-21310,Tomás Arredondo,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-SO-10000209,Material de oficina,Sobres,"GlobeWeis Paquetes, 50",514,2,0,133.6,
6891,MX-2020-114251,08/05/20,10/05/20,Rápido,TA-21310,Tomás Arredondo,Cliente,Ciudad de México,Distrito Federal,México,Norte,TEC-AC-10004395,Tecnología,Accesorios,"Memorex Memoria USB, Blanco",1088.4,6,0,380.4,
6892,MX-2020-114251,08/05/20,10/05/20,Rápido,TA-21310,Tomás Arredondo,Cliente,Ciudad de México,Distrito Federal,México,Norte,TEC-AC-10002442,Tecnología,Accesorios,"SanDisk Teclado, Económico",738,2,0,309.6,
7154,MX-2022-124317,13/10/22,15/10/22,Rápido,MR-18430,Marc Romo,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-ET-10001360,Material de oficina,Etiquetas,"Harbour Creations Etiquetas para documentos legales, Rojo",359,5,0,175,
7155,MX-2022-124317,13/10/22,15/10/22,Rápido,MR-18430,Marc Romo,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-ET-10001335,Material de oficina,Etiquetas,"Harbour Creations Etiquetas para documentos legales, Ajustable",177,3,0,79.2,
7313,US-2019-153591,20/01/19,25/01/19,Estándar,AO-10255,Adolfo Ojeda,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MOB-LI-10003104,Mobiliario,Librerías,"Bush Biblioteca, Blanco",1956.48,1,0.2,-342.52,
7325,MX-2022-127180,15/08/22,21/08/22,Estándar,AL-10240,Adolfo Lira,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-CA-10004003,Material de oficina,Carpetas,"Acco Perforador, Reciclado",1625.6,8,0,177.6,
7326,MX-2022-127180,15/08/22,21/08/22,Estándar,AL-10240,Adolfo Lira,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10003080,Mobiliario,Sillas,"Office Star Estora, Rojo",1755.2,5,0.2,-153.8,
7342,MX-2021-100538,16/06/21,19/06/21,Rápido,CA-12310,Camelia Almanza,Empresa,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10004998,Mobiliario,Sillas,"Harbour Creations Mecedora, 2",6371.84,8,0.2,159.04,
7429,MX-2020-158610,03/11/20,09/11/20,Estándar,PC-19915,Patrocinio Castro,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-GR-10003951,Material de oficina,Grapas,"Advantus Grapas, Tamaños variados",110.8,2,0,49.6,
7430,MX-2020-158610,03/11/20,09/11/20,Estándar,PC-19915,Patrocinio Castro,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-ME-10003424,Mobiliario,Mesas,"Hon Mesa de conferencias, Blanco",9852.48,2,0.2,246.08,
7431,MX-2020-158610,03/11/20,09/11/20,Estándar,PC-19915,Patrocinio Castro,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-MO-10003677,Mobiliario,Mobiliario,"Rubvermaid Reloj, Surtido",1004.4,5,0.4,-402.6,
7451,MX-2021-123659,21/09/21,26/09/21,Estándar,VC-21730,Virgilio Cardona,Pequeña empresa,Ciudad de México,Distrito Federal,México,Norte,MOB-SI-10003575,Mobiliario,Sillas,"Office Star Sillón, Negro",4960,2,0.2,1798,
